14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
25-15-109-007-0000,10353,S,MICHIGAN,AVE,3386,9,ROSELAND,C1-1,Roseland/Michigan,"10353 S MICHIGAN AVE
CHICAGO, IL
(41.705698, -87.620472)"
25-15-109-019-0000,118,E,104TH,ST,3214,9,ROSELAND,RS-3,NOT IN TIF,"118 E 104TH ST
CHICAGO, IL
(41.705407, -87.619673)"
25-15-111-045-0000,61,E,104TH,ST,3842,9,ROSELAND,RS-3,NOT IN TIF,"61 E 104TH ST
CHICAGO, IL
(41.705368, -87.621783)"
25-15-111-049-0000,10430,S,MICHIGAN,AVE,12638,9,ROSELAND,PD 895,Roseland/Michigan,"10430 S MICHIGAN AVE
CHICAGO, IL
(41.704358, -87.620614)"
25-15-112-017-0000,10421,S,MICHIGAN,AVE,19213,9,ROSELAND,RS-3,Roseland/Michigan,"10421 S MICHIGAN AVE
CHICAGO, IL
(41.704856, -87.620576)"
25-15-112-018-0000,114,E,104TH,PL,2560,9,ROSELAND,RS-3,NOT IN TIF,"114 E 104TH PL
CHICAGO, IL
(41.704285, -87.619913)"
25-15-118-002-0000,10503,S,STATE,ST,3006,9,ROSELAND,RS-3,NOT IN TIF,"10503 S STATE ST
CHICAGO, IL
(41.703238, -87.623422)"
25-15-118-003-0000,10503,S,STATE,ST,1505,9,ROSELAND,RS-3,NOT IN TIF,"10503 S STATE ST
CHICAGO, IL
(41.703238, -87.623422)"
25-15-118-008-0000,10521,S,STATE,ST,4366,9,ROSELAND,RS-3,NOT IN TIF,"10521 S STATE ST
CHICAGO, IL
(41.702787, -87.62341)"
25-15-118-009-0000,10523,S,STATE,ST,4356,9,ROSELAND,RS-3,NOT IN TIF,"10523 S STATE ST
CHICAGO, IL
(41.702672, -87.623407)"
25-15-118-018-0000,10551,S,STATE,ST,3271,9,ROSELAND,RS-3,NOT IN TIF,"10551 S STATE ST
CHICAGO, IL
(41.701933, -87.623388)"
25-15-118-032-0000,10631,S,STATE,ST,3149,9,ROSELAND,RS-3,NOT IN TIF,"10631 S STATE ST
CHICAGO, IL
(41.700812, -87.623358)"
25-15-119-014-0000,10549,S,WABASH,AVE,3490,9,ROSELAND,RS-3,NOT IN TIF,"10549 S WABASH AVE
CHICAGO, IL
(41.702043, -87.622202)"
25-15-119-033-0000,34,E,107TH,ST,3130,9,ROSELAND,RS-3,NOT IN TIF,"34 E 107TH ST
CHICAGO, IL
(41.69989, -87.621956)"
25-15-119-038-0000,46,E,107TH,ST,1561,9,ROSELAND,RS-3,NOT IN TIF,"46 E 107TH ST
CHICAGO, IL
(41.699895, -87.62158)"
25-15-119-039-0000,46,E,107TH,ST,3332,9,ROSELAND,B3-1/B1-1,NOT IN TIF,"46 E 107TH ST
CHICAGO, IL
(41.699895, -87.62158)"
25-15-119-056-0000,10562,S,MICHIGAN,AVE,4512,9,ROSELAND,RS-3,Roseland/Michigan,"10562 S MICHIGAN AVE
CHICAGO, IL
(41.701679, -87.620821)"
25-15-119-057-0000,10564,S,MICHIGAN,AVE,4450,9,ROSELAND,RS-3,Roseland/Michigan,"10564 S MICHIGAN AVE
CHICAGO, IL
(41.701607, -87.620826)"
25-15-119-058-0000,10600,S,MICHIGAN,AVE,4254,9,ROSELAND,RS-3,Roseland/Michigan,"10600 S MICHIGAN AVE
CHICAGO, IL
(41.701546, -87.620831)"
25-15-120-001-0000,10501,S,MICHIGAN,AVE,2887,9,ROSELAND,C1-1,NOT IN TIF,"10501 S MICHIGAN AVE
CHICAGO, IL
(41.703402, -87.620689)"
25-15-120-002-0000,10503,S,MICHIGAN,AVE,2495,9,ROSELAND,C1-1,NOT IN TIF,"10503 S MICHIGAN AVE
CHICAGO, IL
(41.703316, -87.620695)"
25-15-120-029-0000,10605,S,MICHIGAN,AVE,3646,9,ROSELAND,C1-1,Roseland/Michigan,"10605 S MICHIGAN AVE
CHICAGO, IL
(41.701613, -87.620826)"
25-15-120-070-0000,10616,S,EDBROOKE,AVE,3685,9,ROSELAND,RS-3,NOT IN TIF,"10616 S EDBROOKE AVE
CHICAGO, IL
(41.7012, -87.619675)"
25-15-120-076-0000,10636,S,EDBROOKE,AVE,3993,9,ROSELAND,RS-3,NOT IN TIF,"10636 S EDBROOKE AVE
CHICAGO, IL
(41.700626, -87.619661)"
25-15-120-078-0000,10642,S,EDBROOKE,AVE,4001,9,ROSELAND,RS-3,NOT IN TIF,"10642 S EDBROOKE AVE
CHICAGO, IL
(41.700457, -87.619655)"
25-15-121-023-0000,10561,S,EDBROOKE,AVE,3624,9,ROSELAND,RS-3,NOT IN TIF,"10561 S EDBROOKE AVE
CHICAGO, IL
(41.70176, -87.619677)"
25-15-121-026-0000,10605,S,EDBROOKE,AVE,3626,9,ROSELAND,RS-3,NOT IN TIF,"10605 S EDBROOKE AVE
CHICAGO, IL
(41.701518, -87.619678)"
25-15-121-032-0000,10625,S,EDBROOKE,AVE,3985,9,ROSELAND,RS-3,NOT IN TIF,"10625 S EDBROOKE AVE
CHICAGO, IL
(41.700997, -87.619672)"
25-15-121-063-0000,10606,S,INDIANA,AVE,3458,9,ROSELAND,RS-3,NOT IN TIF,"10606 S INDIANA AVE
CHICAGO, IL
(41.701148, -87.618481)"
25-15-121-076-0000,142,E,107TH,ST,3979,9,ROSELAND,RS-3,NOT IN TIF,"142 E 107TH ST
CHICAGO, IL
(41.699932, -87.619188)"
25-15-203-012-0000,563,E,103RD,ST,2897,9,ROSELAND,B3-1,North Pullman,"563 E 103RD ST
CHICAGO, IL
(41.70739, -87.608899)"
25-15-203-022-0000,603,E,103RD,ST,3010,9,ROSELAND,B3-1,North Pullman,"603 E 103RD ST
CHICAGO, IL
(41.707392, -87.60876)"
25-15-203-031-0000,625,E,103RD,ST,2952,9,ROSELAND,B3-1,North Pullman,"625 E 103RD ST
CHICAGO, IL
(41.707401, -87.60797)"
25-15-203-033-0000,631,E,103RD,ST,2952,9,ROSELAND,B3-1,North Pullman,"631 E 103RD ST
CHICAGO, IL
(41.707402, -87.607806)"
25-15-212-006-0000,10415,S,COTTAGE GROVE,AVE,3067,9,PULLMAN,RS-2,North Pullman,"10415 S COTTAGE GROVE AVE
CHICAGO, IL
(41.705161, -87.607031)"
25-15-212-048-0000,10410,S,CORLISS,AVE,6267,9,PULLMAN,RS-3,North Pullman,"10410 S CORLISS AVE
CHICAGO, IL
(41.705125, -87.603942)"
25-15-212-054-0000,10400,S,CORLISS,AVE,3133,9,PULLMAN,RS-3,North Pullman,"10400 S CORLISS AVE
CHICAGO, IL
(41.705493, -87.60394)"
25-15-213-052-0000,10442,S,CORLISS,AVE,3121,9,PULLMAN,RS-3,North Pullman,"10442 S CORLISS AVE
CHICAGO, IL
(41.704346, -87.603926)"
25-15-213-053-0000,10442,S,CORLISS,AVE,3119,9,PULLMAN,RS-3,North Pullman,"10442 S CORLISS AVE
CHICAGO, IL
(41.704346, -87.603926)"
25-15-213-093-0000,10440,S,CORLISS,AVE,3742,9,PULLMAN,RS-3,North Pullman,"10440 S CORLISS AVE
CHICAGO, IL
(41.704399, -87.603929)"
25-15-218-056-0000,10500,S,CORLISS,AVE,3116,9,PULLMAN,RS-3,North Pullman,"10500 S CORLISS AVE
CHICAGO, IL
(41.703688, -87.603892)"
25-15-218-074-0000,658,E,105TH,PL,2763,9,PULLMAN,RS-3,North Pullman,"658 E 105TH PL
CHICAGO, IL
(41.70284, -87.606438)"
25-15-223-039-0000,400,E,107TH,ST,9385,9,ROSELAND,B3-2,NOT IN TIF,"400 E 107TH ST
CHICAGO, IL
(41.700012, -87.613245)"
25-15-228-001-0000,10601,S,CHAMPLAIN,,3057,9,PULLMAN,RS-3,North Pullman,"10601 S CHAMPLAIN
CHICAGO, IL
(41.701, -87.607364)"
25-15-300-006-0000,10717,S,STATE,ST,3257,9,ROSELAND,RS-3,NOT IN TIF,"10717 S STATE ST
CHICAGO, IL
(41.69933, -87.623315)"
25-15-300-008-0000,10721,S,STATE,ST,3237,9,ROSELAND,RS-3,NOT IN TIF,"10721 S STATE ST
CHICAGO, IL
(41.69918, -87.62331)"
25-15-301-024-0000,10728,S,MICHIGAN,AVE,4782,9,ROSELAND,B3-2,Roseland/Michigan,"10728 S MICHIGAN AVE
CHICAGO, IL
(41.699007, -87.620925)"
25-15-301-029-0000,10744,S,MICHIGAN,AVE,6048,9,ROSELAND,B3-2,Roseland/Michigan,"10744 S MICHIGAN AVE
CHICAGO, IL
(41.698522, -87.620911)"
25-15-301-031-0000,10752,S,MICHIGAN,AVE,3102,9,ROSELAND,B3-2,Roseland/Michigan,"10752 S MICHIGAN AVE
CHICAGO, IL
(41.698353, -87.620906)"
25-15-301-034-0000,38,E,108TH,ST,1785,9,ROSELAND,RS-3,NOT IN TIF,"38 E 108TH ST
CHICAGO, IL
(41.698066, -87.621534)"
25-15-302-011-0000,10739,S,MICHIGAN,,4387,9,ROSELAND,B3-2,Roseland/Michigan,"10739 S MICHIGAN
CHICAGO, IL
(41.699192, -87.62093)"
25-15-302-013-0000,10749,S,MICHIGAN,AVE,4377,9,ROSELAND,B3-2,Roseland/Michigan,"10749 S MICHIGAN AVE
CHICAGO, IL
(41.698407, -87.620908)"
25-15-302-024-0000,10722,S,EDBROOKE,AVE,4129,9,ROSELAND,RS-3,Roseland/Michigan,"10722 S EDBROOKE AVE
CHICAGO, IL
(41.699295, -87.619675)"
25-15-302-037-0000,10709,S,MICHIGAN,AVE,2837,9,ROSELAND,B3-2,Roseland/Michigan,"10709 S MICHIGAN AVE
CHICAGO, IL
(41.699497, -87.620939)"
25-15-303-009-0000,10717,S,EDBROOKE,AVE,3945,9,ROSELAND,RS-3,Roseland/Michigan,"10717 S EDBROOKE AVE
CHICAGO, IL
(41.699329, -87.619676)"
25-15-303-012-0000,10727,S,EDBROOKE,AVE,4114,9,ROSELAND,RS-3,Roseland/Michigan,"10727 S EDBROOKE AVE
CHICAGO, IL
(41.699125, -87.619671)"
25-15-303-019-0000,10753,S,EDBROOKE,AVE,4121,9,ROSELAND,RS-3,Roseland/Michigan,"10753 S EDBROOKE AVE
CHICAGO, IL
(41.698347, -87.619651)"
25-15-303-034-0000,10754,S,INDIANA,AVE,3115,9,ROSELAND,RS-3,NOT IN TIF,"10754 S INDIANA AVE
CHICAGO, IL
(41.698269, -87.618404)"
25-15-309-020-0000,10808,S,MICHIGAN,AVE,8830,9,ROSELAND,B3-2,Roseland/Michigan,"10808 S MICHIGAN AVE
CHICAGO, IL
(41.697923, -87.620892)"
25-15-309-021-0000,10814,S,MICHIGAN,AVE,4429,9,ROSELAND,B3-2,Roseland/Michigan,"10814 S MICHIGAN AVE
CHICAGO, IL
(41.697551, -87.620879)"
25-15-309-023-0000,10822,S,MICHIGAN,AVE,9428,9,ROSELAND,B3-2/RS-3,Roseland/Michigan,"10822 S MICHIGAN AVE
CHICAGO, IL
(41.697288, -87.62087)"
25-15-309-024-0000,10828,S,MICHIGAN,AVE,8432,9,ROSELAND,B3-2,Roseland/Michigan,"10828 S MICHIGAN AVE
CHICAGO, IL
(41.697118, -87.620865)"
25-15-310-002-0000,10805,S,MICHIGAN,AVE,3479,9,ROSELAND,B3-2,Roseland/Michigan,"10805 S MICHIGAN AVE
CHICAGO, IL
(41.697829, -87.620889)"
25-15-310-011-0000,10833,S,MICHIGAN,AVE,4145,9,ROSELAND,B3-2,Roseland/Michigan,"10833 S MICHIGAN AVE
CHICAGO, IL
(41.696967, -87.620859)"
25-15-310-012-0000,10835,S,MICHIGAN,,840,9,ROSELAND,B3-2,Roseland/Michigan,"10835 S MICHIGAN
CHICAGO, IL
(41.697442, -87.620876)"
25-15-310-025-0000,10818,S,EDBROOKE,,3008,9,ROSELAND,RS-3,Roseland/Michigan,"10818 S EDBROOKE
CHICAGO, IL
(41.697758, -87.619633)"
25-15-310-036-0000,10852,S,EDBROOKE,AVE,3136,9,ROSELAND,RS-3,Roseland/Michigan,"10852 S EDBROOKE AVE
CHICAGO, IL
(41.696521, -87.619591)"
25-15-310-039-0000,10831,S,MICHIGAN,AVE,3563,9,ROSELAND,B3-2,Roseland/Michigan,"10831 S MICHIGAN AVE
CHICAGO, IL
(41.697065, -87.620863)"
25-15-310-040-0000,10809,S,MICHIGAN,AVE,2621,9,ROSELAND,B3-2,Roseland/Michigan,"10809 S MICHIGAN AVE
CHICAGO, IL
(41.697697, -87.620884)"
25-15-310-042-0000,10811,S,MICHIGAN,AVE,1701,9,ROSELAND,B3-2,Roseland/Michigan,"10811 S MICHIGAN AVE
CHICAGO, IL
(41.697649, -87.620883)"
25-15-310-043-0000,10813,S,MICHIGAN,AVE,4312,9,ROSELAND,B3-2,Roseland/Michigan,"10813 S MICHIGAN AVE
CHICAGO, IL
(41.69759, -87.620881)"
25-15-310-047-0000,10829,S,MICHIGAN,AVE,3507,9,ROSELAND,B3-2,Roseland/Michigan,"10829 S MICHIGAN AVE
CHICAGO, IL
(41.697553, -87.620879)"
25-15-311-038-0000,10853,S,EDGEBROOK,,4251,9,ROSELAND,RS-3,Roseland/Michigan,"10853 S EDGEBROOK
CHICAGO, IL
"
25-15-316-015-0000,10943,S,STATE,ST,3243,9,ROSELAND,RS-3,NOT IN TIF,"10943 S STATE ST
CHICAGO, IL
(41.694864, -87.623175)"
25-15-317-024-0000,10912,S,MICHIGAN,AVE,3420,9,ROSELAND,B3-2,Roseland/Michigan,"10912 S MICHIGAN AVE
CHICAGO, IL
(41.695823, -87.620811)"
25-15-317-040-0000,10925,S,WABASH,AVE,4162,9,ROSELAND,RS-3,NOT IN TIF,"10925 S WABASH AVE
CHICAGO, IL
(41.695438, -87.622009)"
25-15-318-005-0000,10911,S,MICHIGAN,AVE,3336,9,ROSELAND,B3-2,Roseland/Michigan,"10911 S MICHIGAN AVE
CHICAGO, IL
(41.695842, -87.620812)"
25-15-318-010-0000,10923,S,MICHIGAN,AVE,3224,9,ROSELAND,B3-2,Roseland/Michigan,"10923 S MICHIGAN AVE
CHICAGO, IL
(41.695516, -87.620799)"
25-15-318-011-0000,10925,S,MICHIGAN,AVE,3228,9,ROSELAND,B3-2,Roseland/Michigan,"10925 S MICHIGAN AVE
CHICAGO, IL
(41.695456, -87.620796)"
25-15-318-017-0000,10941,S,MICHIGAN,AVE,4346,9,ROSELAND,B3-2,Roseland/Michigan,"10941 S MICHIGAN AVE
CHICAGO, IL
(41.694986, -87.620795)"
25-15-318-018-0000,10945,S,MICHIGAN,AVE,4400,9,ROSELAND,B3-2,Roseland/Michigan,"10945 S MICHIGAN AVE
CHICAGO, IL
(41.694894, -87.620796)"
25-15-318-019-0000,10947,S,MICHIGAN,AVE,3888,9,ROSELAND,B3-2,Roseland/Michigan,"10947 S MICHIGAN AVE
CHICAGO, IL
(41.694853, -87.620796)"
25-15-318-039-0000,10944,S,EDBROOKE,AVE,3680,9,ROSELAND,RT-4,Roseland/Michigan,"10944 S EDBROOKE AVE
CHICAGO, IL
(41.69492, -87.619535)"
25-15-318-044-0000,10935,S,MICHIGAN,AVE,8540,9,ROSELAND,B3-2,Roseland/Michigan,"10935 S MICHIGAN AVE
CHICAGO, IL
(41.695619, -87.620803)"
25-15-319-012-0000,10939,S,EDBROOKE,AVE,3636,9,ROSELAND,RT-4,Roseland/Michigan,"10939 S EDBROOKE AVE
CHICAGO, IL
(41.69506, -87.61954)"
25-15-320-013-0000,38,E,110TH,PL,3261,9,ROSELAND,B3-2,Roseland/Michigan,"38 E 110TH PL
CHICAGO, IL
(41.693957, -87.62162)"
25-15-320-015-0000,11,E,111TH,ST,2899,9,ROSELAND,RS-3,Roseland/Michigan,"11 E 111TH ST
CHICAGO, IL
(41.692588, -87.622462)"
25-15-321-009-0000,33,E,110TH,PL,4338,9,ROSELAND,B3-2,Roseland/Michigan,"33 E 110TH PL
CHICAGO, IL
(41.693956, -87.621857)"
25-15-321-010-0000,37,E,110TH,PL,4335,9,ROSELAND,B3-2,Roseland/Michigan,"37 E 110TH PL
CHICAGO, IL
(41.693956, -87.621738)"
25-15-321-012-0000,11026,S,MICHIGAN,AVE,4437,9,ROSELAND,B1-3,Roseland/Michigan,"11026 S MICHIGAN AVE
CHICAGO, IL
(41.693519, -87.620981)"
25-15-321-017-0000,9,E,110TH,ST,3365,9,ROSELAND,B3-2,Roseland/Michigan,"9 E 110TH ST
CHICAGO, IL
(41.694406, -87.622906)"
25-15-321-018-0000,9,E,110TH,ST,3367,9,ROSELAND,B3-2,Roseland/Michigan,"9 E 110TH ST
CHICAGO, IL
(41.694406, -87.622906)"
25-15-321-043-0000,11035,S,WABASH,,16826,9,ROSELAND,B3-2,Roseland/Michigan,"11035 S WABASH
CHICAGO, IL
(41.695, -87.622001)"
25-15-322-002-0000,11011,S,MICHIGAN,AVE,4771,9,ROSELAND,B1-3,Roseland/Michigan,"11011 S MICHIGAN AVE
CHICAGO, IL
(41.694085, -87.620831)"
25-15-322-004-0000,11017,S,MICHIGAN,,4343,9,ROSELAND,B1-3,Roseland/Michigan,"11017 S MICHIGAN
CHICAGO, IL
(41.693958, -87.620851)"
25-15-322-007-0000,11029,S,MICHIGAN,AVE,4450,9,ROSELAND,B1-3,Roseland/Michigan,"11029 S MICHIGAN AVE
CHICAGO, IL
(41.693694, -87.620933)"
25-15-322-010-0000,11037,S,MICHIGAN,AVE,9026,9,ROSELAND,RT-4,Roseland/Michigan,"11037 S MICHIGAN AVE
CHICAGO, IL
(41.693345, -87.621031)"
25-15-322-015-0000,123,E,110TH,ST,5990,9,ROSELAND,RT-4,Roseland/Michigan,"123 E 110TH ST
CHICAGO, IL
(41.694432, -87.619772)"
25-15-322-016-0000,127,E,110TH,ST,2989,9,ROSELAND,RT-4,Roseland/Michigan,"127 E 110TH ST
CHICAGO, IL
(41.694433, -87.619685)"
25-15-322-018-0000,11016,S,EDBROOKE,AVE,3139,9,ROSELAND,RS-3,Roseland/Michigan,"11016 S EDBROOKE AVE
CHICAGO, IL
(41.693823, -87.619506)"
25-15-322-023-0000,11028,S,EDBROOKE,AVE,5159,9,ROSELAND,RT-4,Roseland/Michigan,"11028 S EDBROOKE AVE
CHICAGO, IL
(41.693488, -87.6195)"
25-15-322-026-0000,11036,S,EDBROOKE,AVE,3918,9,ROSELAND,RT-4,Roseland/Michigan,"11036 S EDBROOKE AVE
CHICAGO, IL
(41.693252, -87.619495)"
25-15-322-027-0000,11038,S,EDBROOKE,AVE,4042,9,ROSELAND,RT-4,Roseland/Michigan,"11038 S EDBROOKE AVE
CHICAGO, IL
(41.693253, -87.619495)"
25-15-322-028-0000,11040,S,EDBROOKE,AVE,4106,9,ROSELAND,RT-4,Roseland/Michigan,"11040 S EDBROOKE AVE
CHICAGO, IL
(41.693185, -87.619494)"
25-15-323-010-0000,11029,S,EDBROOKE,AVE,3139,9,ROSELAND,RT-4,Roseland/Michigan,"11029 S EDBROOKE AVE
CHICAGO, IL
(41.693544, -87.619501)"
25-15-323-030-0000,156,E,111TH,ST,3187,9,ROSELAND,RT-4,NOT IN TIF,"156 E 111TH ST
CHICAGO, IL
(41.692639, -87.618798)"
25-15-404-056-0000,10770,S,CHAMPLAIN,AVE,2700,9,PULLMAN,RS-3,North Pullman,"10770 S CHAMPLAIN AVE
CHICAGO, IL
(41.698446, -87.607322)"
25-15-405-041-0000,10724,S,LANGLEY,,1768,9,PULLMAN,RS-3,North Pullman,"10724 S LANGLEY
CHICAGO, IL
(41.699404, -87.6062)"
25-15-405-046-0000,10734,S,LANGLEY,,2622,9,PULLMAN,RS-3,North Pullman,"10734 S LANGLEY
CHICAGO, IL
(41.699276, -87.606195)"
25-15-406-049-0000,601,E,108TH,ST,37412,9,PULLMAN,M1-1,North Pullman,"601 E 108TH ST
CHICAGO, IL
(41.698218, -87.608619)"
25-16-104-015-0000,509,W,103RD,ST,4364,34,ROSELAND,B3-1,105th/Vincennes,"509 W 103RD ST
CHICAGO, IL
(41.707005, -87.635982)"
25-16-104-027-0000,528,W,103RD,PL,4655,34,ROSELAND,RS-2,105th/Vincennes,"528 W 103RD PL
CHICAGO, IL
(41.706073, -87.636569)"
25-16-107-033-0000,446,W,104TH,ST,3748,34,ROSELAND,RS-2,105th/Vincennes,"446 W 104TH ST
CHICAGO, IL
(41.705177, -87.634954)"
25-16-128-023-0000,10632,S,EGGLESTON,AVE,3685,34,ROSELAND,RS-2,NOT IN TIF,"10632 S EGGLESTON AVE
CHICAGO, IL
(41.700549, -87.634194)"
25-16-129-030-0000,401,W,106TH,ST,57237,34,ROSELAND,M1-1,NOT IN TIF,"401 W 106TH ST
CHICAGO, IL
(41.701554, -87.63445)"
25-16-202-002-0000,153,W,103RD,ST,4289,34,ROSELAND,RS-3,Roseland/Michigan,"153 W 103RD ST
CHICAGO, IL
(41.707105, -87.628037)"
25-16-202-005-0000,143,W,103RD,ST,4291,34,ROSELAND,RS-3,Roseland/Michigan,"143 W 103RD ST
CHICAGO, IL
(41.707117, -87.627333)"
25-16-202-006-0000,141,W,103RD,ST,4290,34,ROSELAND,RS-3,Roseland/Michigan,"141 W 103RD ST
CHICAGO, IL
(41.707117, -87.627298)"
25-16-202-008-0000,135,W,103RD,ST,3217,34,ROSELAND,RS-3,Roseland/Michigan,"135 W 103RD ST
CHICAGO, IL
(41.707118, -87.627273)"
25-16-202-012-0000,123,W,103RD,ST,4289,34,ROSELAND,RS-3,Roseland/Michigan,"123 W 103RD ST
CHICAGO, IL
(41.707121, -87.627009)"
25-16-202-017-0000,107,W,103RD,ST,4290,34,ROSELAND,RS-3,Roseland/Michigan,"107 W 103RD ST
CHICAGO, IL
(41.707125, -87.626701)"
25-16-202-020-0000,61,W,103RD,ST,4161,34,ROSELAND,B3-1,Roseland/Michigan,"61 W 103RD ST
CHICAGO, IL
(41.707136, -87.625841)"
25-16-202-044-0000,138,W,103RD,PL,3940,34,ROSELAND,RS-3,NOT IN TIF,"138 W 103RD PL
CHICAGO, IL
(41.706202, -87.62757)"
25-16-202-051-0000,116,W,103RD,PL,4289,34,ROSELAND,RS-3,NOT IN TIF,"116 W 103RD PL
CHICAGO, IL
(41.706212, -87.626579)"
25-16-202-059-0000,56,W,103RD,PL,4163,34,ROSELAND,RS-3,NOT IN TIF,"56 W 103RD PL
CHICAGO, IL
(41.706221, -87.625703)"
25-16-202-062-0000,46,W,103RD,PL,4162,34,ROSELAND,RS-3,NOT IN TIF,"46 W 103RD PL
CHICAGO, IL
(41.70623, -87.625094)"
25-16-202-063-0000,42,W,103RD,PL,4162,34,ROSELAND,RS-3,NOT IN TIF,"42 W 103RD PL
CHICAGO, IL
(41.70623, -87.625093)"
25-16-202-064-0000,38,W,103RD,PL,4161,34,ROSELAND,RS-3,NOT IN TIF,"38 W 103RD PL
CHICAGO, IL
(41.706232, -87.624934)"
25-16-204-028-0000,120,W,104TH,ST,3757,34,ROSELAND,B2-2,NOT IN TIF,"120 W 104TH ST
CHICAGO, IL
(41.705286, -87.626716)"
25-16-205-014-0000,56,W,104TH,ST,4327,34,ROSELAND,RS-3,NOT IN TIF,"56 W 104TH ST
CHICAGO, IL
(41.705306, -87.625661)"
25-16-206-019-0000,251,W,104TH,,3110,34,ROSELAND,RS-3,NOT IN TIF,"251 W 104TH
CHICAGO, IL
(41.705263, -87.629517)"
25-16-206-020-0000,249,W,104TH,ST,3113,34,ROSELAND,RS-3,NOT IN TIF,"249 W 104TH ST
CHICAGO, IL
(41.705258, -87.630232)"
25-16-206-022-0000,243,W,104TH,ST,6223,34,ROSELAND,RS-3,NOT IN TIF,"243 W 104TH ST
CHICAGO, IL
(41.705265, -87.629326)"
25-16-206-026-0000,229,W,104TH,ST,4374,34,ROSELAND,RS-3,NOT IN TIF,"229 W 104TH ST
CHICAGO, IL
(41.705264, -87.629454)"
25-16-206-037-0000,328,W,104TH,PL,3748,34,ROSELAND,RS-2,NOT IN TIF,"328 W 104TH PL
CHICAGO, IL
(41.704328, -87.63202)"
25-16-206-056-0000,236,W,104TH,PL,3375,34,ROSELAND,RS-2,NOT IN TIF,"236 W 104TH PL
CHICAGO, IL
(41.704346, -87.629855)"
25-16-206-063-0000,214,W,104TH,PL,5493,34,ROSELAND,RS-2,NOT IN TIF,"214 W 104TH PL
CHICAGO, IL
(41.704352, -87.629162)"
25-16-206-072-0000,319,W,104TH,PL,5134,34,ROSELAND,RS-2,NOT IN TIF,"319 W 104TH PL
CHICAGO, IL
(41.704331, -87.631609)"
25-16-206-096-0000,326,W,105TH,ST,4239,34,ROSELAND,RS-2,NOT IN TIF,"326 W 105TH ST
CHICAGO, IL
(41.703417, -87.631376)"
25-16-206-097-0000,336,W,105,ST,5270,34,ROSELAND,RS-2,NOT IN TIF,"336 W 105 ST
CHICAGO, IL
(41.703415, -87.631573)"
25-16-206-099-0000,326,W,105TH,ST,4692,34,ROSELAND,RS-2,NOT IN TIF,"326 W 105TH ST
CHICAGO, IL
(41.703417, -87.631376)"
25-16-206-137-0000,326,W,105TH,ST,1998,34,ROSELAND,RS-2,NOT IN TIF,"326 W 105TH ST
CHICAGO, IL
(41.703417, -87.631376)"
25-16-209-013-0000,131,W,104TH,PL,3689,34,ROSELAND,RS-3,NOT IN TIF,"131 W 104TH PL
CHICAGO, IL
(41.704373, -87.627325)"
25-16-209-034-0000,29,W,104TH,PL,3693,34,ROSELAND,RS-3,NOT IN TIF,"29 W 104TH PL
CHICAGO, IL
(41.70441, -87.624566)"
25-16-209-044-0000,128,W,105TH,ST,4685,34,ROSELAND,RS-3,NOT IN TIF,"128 W 105TH ST
CHICAGO, IL
(41.703464, -87.626907)"
25-16-210-045-0000,334,W,105TH,ST,6240,34,ROSELAND,RS-2,NOT IN TIF,"334 W 105TH ST
CHICAGO, IL
(41.703415, -87.631534)"
25-16-210-062-0000,240,W,105TH,PL,3117,34,ROSELAND,RS-2,NOT IN TIF,"240 W 105TH PL
CHICAGO, IL
(41.702516, -87.629739)"
25-16-210-063-0000,240,W,105TH,PL,3120,34,ROSELAND,RS-2,NOT IN TIF,"240 W 105TH PL
CHICAGO, IL
(41.702516, -87.629739)"
25-16-212-026-0000,257,W,106TH,,3114,34,ROSELAND,RS-2,NOT IN TIF,"257 W 106TH
CHICAGO, IL
(41.701604, -87.630108)"
25-16-212-070-0000,240,W,106TH,PL,4688,34,ROSELAND,RS-2,NOT IN TIF,"240 W 106TH PL
CHICAGO, IL
(41.7007, -87.629562)"
25-16-213-022-0000,10559,S,WENTWORTH,,301,34,ROSELAND,RS-3,NOT IN TIF,"10559 S WENTWORTH
CHICAGO, IL
(41.701684, -87.62815)"
25-16-213-023-0000,10561,S,WENTWORTH,,3057,34,ROSELAND,RS-3,NOT IN TIF,"10561 S WENTWORTH
CHICAGO, IL
(41.701624, -87.628148)"
25-16-213-024-0000,10561,S,WENTWORTH,,3046,34,ROSELAND,RS-3,NOT IN TIF,"10561 S WENTWORTH
CHICAGO, IL
(41.701624, -87.628148)"
25-16-213-027-0000,10603,S,WENTWORTH,,2915,34,ROSELAND,B1-1,NOT IN TIF,"10603 S WENTWORTH
CHICAGO, IL
(41.701088, -87.628132)"
25-16-213-045-0000,10534,S,LA SALLE,,4050,34,ROSELAND,RS-3,NOT IN TIF,"10534 S LA
CHICAGO, IL
(41.703902, -87.529215)"
25-16-214-013-0000,10539,S,LA SALLE,ST,3405,34,ROSELAND,RS-3,NOT IN TIF,"10539 S LA SALLE ST
CHICAGO, IL
(41.702336, -87.626969)"
25-16-214-014-0000,10543,S,LA SALLE,ST,3496,34,ROSELAND,RS-3,NOT IN TIF,"10543 S LA SALLE ST
CHICAGO, IL
(41.702183, -87.626966)"
25-16-214-020-0000,10559,S,LA SALLE,ST,4448,34,ROSELAND,RS-3,NOT IN TIF,"10559 S LA SALLE ST
CHICAGO, IL
(41.701725, -87.626956)"
